filename,flair_dice,flair_sens,flair_prec,t1c_dice,t1c_sens,t1c_prec,t2_dice,t2_sens,t2_prec,fus2_dice,fus2_sens,fus2_prec,fus3_dice,fus3_sens,fus3_prec
BRATS_472.nii.gz,0.779,0.698,0.882,0.001,0.000,1.000,0.677,0.532,0.934,0.768,0.831,0.714,0.778,0.688,0.895
BRATS_473.nii.gz,0.800,0.994,0.670,0.512,0.346,0.986,0.779,0.781,0.776,0.764,0.993,0.620,0.898,0.968,0.836
BRATS_474.nii.gz,0.351,0.213,0.998,0.734,0.580,1.000,0.178,0.098,1.000,0.368,0.225,1.000,0.331,0.198,1.000
BRATS_475.nii.gz,0.584,0.417,0.975,0.000,0.000,1.000,0.563,0.393,0.993,0.547,0.798,0.416,0.607,0.440,0.978
BRATS_476.nii.gz,0.737,0.836,0.660,0.680,0.515,1.000,0.689,0.838,0.585,0.864,0.761,0.999,0.565,0.393,1.000
BRATS_477.nii.gz,0.761,0.651,0.917,0.001,0.000,1.000,0.333,0.200,1.000,0.869,0.862,0.876,0.785,0.664,0.961
BRATS_478.nii.gz,0.761,0.637,0.945,0.383,0.237,1.000,0.582,0.437,0.872,0.555,0.805,0.423,0.710,0.839,0.615
BRATS_479.nii.gz,0.776,0.910,0.676,0.627,0.813,0.510,0.586,0.667,0.522,0.776,0.936,0.664,0.854,0.745,1.000
BRATS_480.nii.gz,0.786,0.656,0.980,0.128,0.069,1.000,0.350,0.212,1.000,0.715,0.565,0.972,0.793,0.664,0.985
BRATS_481.nii.gz,0.963,0.942,0.985,0.624,0.453,1.000,0.781,0.696,0.890,0.757,0.884,0.662,0.956,0.922,0.993
BRATS_482.nii.gz,0.341,0.208,0.947,0.001,0.000,1.000,0.679,0.778,0.602,0.543,0.389,0.899,0.461,0.306,0.930
BRATS_483.nii.gz,0.669,0.538,0.884,0.667,0.827,0.560,0.726,0.570,0.999,0.891,0.883,0.899,0.948,0.982,0.916
BRATS_484.nii.gz,0.480,0.321,0.959,0.757,0.612,0.992,0.746,0.609,0.963,0.675,0.582,0.802,0.655,0.502,0.943
